Pfam_domain	Snp_count	Domain_length	locfdr
An_peroxidase	813	6069	0.775545100
BTB	808	14251	1.000000000
Laminin_EGF	808	8934	1.000000000
PDEase_I	805	5152	0.516073800
ABC2_membrane_3	781	8543	1.000000000
Filamin	780	7196	1.000000000
LIM	767	7816	1.000000000
Pep_M12B_propep	766	5279	0.640431500
DHC_N1	739	4964	0.596932600
HAD	734	8024	1.000000000
Peptidase_M14	731	8406	1.000000000
Ephrin_lbd	727	2571	0.022059820
Cadherin_C	723	3629	0.195681200
TAS2R	722	6583	1.000000000
SH2	719	8046	1.000000000
MT	716	4837	0.606651900
TIG	714	5367	0.787017600
DEAD	711	14124	1.000000000
Cadherin_2	674	3845	0.342645600
SEA	672	4302	0.516540800
Ldl_recept_a	663	6627	1.000000000
MAM	658	4933	0.782641400
Hydrolase	650	6908	1.000000000
HCO3_cotransp	647	5106	0.864331000
AAA_7	639	4419	0.646249300
AAA_8	639	4251	0.580392000
G-alpha	625	5598	0.997447400
SNF2_N	618	10101	1.000000000
Na_H_Exchanger	611	6348	1.000000000
Na_trans_assoc	606	2430	0.055705150
Calx-beta	593	3980	0.595521200
PI-PLC-X	590	2718	0.126385100
Patched	579	4555	0.859634500
OLF	577	3394	0.385407700
zf-C2H2	577	4856	0.954990800
Guanylate_kin	566	4561	0.895101100
PMP22_Claudin	564	7020	1.000000000
Kelch_1	563	7003	1.000000000
Aldedh	560	9274	1.000000000
MIR	553	1910	0.017968450
Glyco_hydro_1	551	4720	0.977839200
RasGEF	551	6593	1.000000000
IRK	544	5162	1.000000000
AF-4	535	5310	1.000000000
Zona_pellucida	523	4138	0.868122900
AAA_9	522	3598	0.640694400
C1-set	521	4253	0.913992200
SAM_1	520	4312	0.935731400
AA_permease	518	4841	1.000000000
TGFb_propeptide	515	6425	1.000000000
Ion_trans_2	511	3156	0.459171900
RabGAP-TBC	510	9665	1.000000000
Pro-rich	507	1556	0.005503523
RGS	501	5031	1.000000000
F5_F8_type_C	498	4141	0.939339400
Helicase_C	495	8504	1.000000000
Fibrinogen_C	494	5330	1.000000000
Glyco_transf_29	490	6377	1.000000000
Guanylate_cyc	490	5748	1.000000000
Aa_trans	489	6884	1.000000000
PLAT	485	4406	1.000000000
SSF	483	5098	1.000000000
Integrin_beta	481	3816	0.872121800
NMDAR2_C	481	1361	0.001971183
AIG1	476	1795	0.036373040
ASC	476	4826	1.000000000
AAA_6	475	3207	0.605641400
cNMP_binding	475	4216	0.994649900
FAM47	475	2259	0.149275000
MIP	471	3648	0.834969600
DSPc	470	5577	1.000000000
VWD	459	5744	1.000000000
Band_3_cyto	454	2708	0.406192400
HECT	454	9251	1.000000000
ADAM_spacer1	450	2909	0.532803500
adh_short	450	9321	1.000000000
Glycos_transf_2	448	4894	1.000000000
C2-set_2	447	4026	0.999152100
Sulfate_transp	441	3615	0.920063600
SH3_1	434	4105	1.000000000
Sulfatase	434	6660	1.000000000
Aldo_ket_red	427	5552	1.000000000
Peptidase_C2	426	5197	1.000000000
Metallophos	424	6226	1.000000000
AAA	422	6596	1.000000000
Ank	422	2918	0.646054500
PI3_PI4_kinase	422	4379	1.000000000
AA_permease_2	421	6337	1.000000000
Exo_endo_phos	418	7709	1.000000000
KH_1	417	4843	1.000000000
Na_sulph_symp	417	2900	0.655896700
Lipocalin	413	4542	1.000000000
FGF	411	3012	0.744774900
SH3_9	411	3957	1.000000000
FERM_M	408	6284	1.000000000
Carb_anhydrase	406	4992	1.000000000
Plexin_cytopl	404	5133	1.000000000
wnt	401	6969	1.000000000
Peptidase_M13_N	400	2753	0.638192600
PX	395	5940	1.000000000
BTB_2	394	4575	1.000000000
DUF3451	392	1560	0.053120040
SET	390	6155	1.000000000
Tetraspannin	390	8291	1.000000000
Bromodomain	389	4505	1.000000000
Ldl_recept_b	386	4376	1.000000000
MACPF	385	2288	0.400638300
ADAM_CR	384	2224	0.363842800
TPR_11	380	6621	1.000000000
Na_Ca_ex	379	2910	0.821125500
Aminotran_1_2	375	6304	1.000000000
BACK	372	5924	1.000000000
PI-PLC-Y	370	1650	0.105869200
PID	367	5048	1.000000000
Laminin_N	362	3565	1.000000000
zf-C4	362	2819	0.843555100
PYRIN	361	1660	0.125075500
TIR	360	3230	0.997975600
Furin-like	357	1287	0.025877020
Keratin_B2_2	357	3537	1.000000000
TTL	357	5192	1.000000000
C1_1	356	3117	0.990428800
Ricin_B_lectin	355	3193	0.998731800
CNH	353	4692	1.000000000
DEP	353	1782	0.200953100
CD20	350	3541	1.000000000
DUF3497	349	3072	0.992078600
Oxysterol_BP	349	4676	1.000000000
SCAN	342	5565	1.000000000
Pyridoxal_deC	341	2677	0.856312000
Plectin	340	1625	0.153329700
FH2	335	5622	1.000000000
Adaptin_N	334	7049	1.000000000
Carn_acyltransf	334	4172	1.000000000
Kringle	330	2876	0.988987800
DPPIV_N	328	2692	0.921842100
Laminin_G_3	328	2710	0.930975200
T-box	325	3318	1.000000000
Peptidase_M1	323	5274	1.000000000
GF_recep_IV	321	816	0.000367202
Peptidase_M10	321	3837	1.000000000
IL1	320	1236	0.043319230
Hexokinase_1	319	1849	0.364944400
Recep_L_domain	319	1549	0.166238100
Fork_head	318	4381	1.000000000
TUDOR	317	3914	1.000000000
Lipase	311	3687	1.000000000
Myotub-related	311	5202	1.000000000
MHC_I	310	3525	1.000000000
Laminin_G_1	309	2976	1.000000000
RA	309	3222	1.000000000
Thioredoxin	309	5058	1.000000000
BAR	308	3773	1.000000000
Septin	308	4442	1.000000000
COLFI	307	2228	0.728393000
Cast	306	1563	0.212323900
DAO	306	3495	1.000000000
CRAL_TRIO_2	304	2205	0.727455500
DAGK_cat	304	2090	0.636353000
Peptidase_M2	303	2506	0.932309700
HLH	302	3783	1.000000000
Phosphodiest	301	3175	1.000000000
VWC	301	2601	0.986328100
SH3_2	300	2590	0.986043300
CRAL_TRIO	299	2464	0.927580700
Voltage_CLC	299	4264	1.000000000
MYT1	297	935	0.007319576
Glypican	294	3347	1.000000000
Hist_deacetyl	294	3993	1.000000000
Lipoxygenase	294	2991	1.000000000
Cation_ATPase_C	291	3486	1.000000000
GAF	288	2253	0.850770800
CABIT	286	1382	0.162277500
Sulfotransfer_2	286	3171	1.000000000
Peptidase_C14	284	4576	1.000000000
Glyco_hydro_18	282	2216	0.857860400
Crystall	281	3637	1.000000000
Hemopexin	281	3032	1.000000000
AAA_5	279	3014	1.000000000
CCDC144C	278	3242	1.000000000
ig	275	2293	0.942927400
Tubulin	275	5256	1.000000000
C1q	274	4161	1.000000000
KCNQ_channel	273	1278	0.137794200
7TM_GPCR_Srsx	272	2189	0.893187000
Cpn60_TCP1	271	8087	1.000000000
PP2C	268	5635	1.000000000
Cyclin_N	267	4536	1.000000000
FMO-like	267	2851	1.000000000
GKAP	267	1738	0.544317100
HRM	267	1333	0.190723600
EF-hand_3	266	559	0.000006965
Pentaxin	266	1938	0.734958400
Peptidase_S8	264	3980	1.000000000
UQ_con	264	5841	1.000000000
Gla	263	517	0.000001312
Histone	262	4703	1.000000000
HSP70	261	9355	1.000000000
SDF	261	3614	1.000000000
RRM_6	259	3557	1.000000000
SMC_N	258	8071	1.000000000
DAGAT	257	2237	0.988599000
TGF_beta	256	2885	1.000000000
Glyco_hydro_56	255	1776	0.658431800
EF-hand_like	254	1169	0.125700300
UPF0560	253	2396	1.000000000
Amidohydro_1	252	2647	1.000000000
MBT	252	2193	0.988530900
PNP_UDP_1	252	989	0.048353740
DOCK-C2	251	2114	0.955970900
Gasdermin	251	2485	1.000000000
GDA1_CD39	251	3838	1.000000000
RasGEF_N	251	2115	0.956583800
EphA2_TM	250	1018	0.061710210
Serum_albumin	250	2173	0.988158800
RCC1	249	3399	1.000000000
Xlink	249	2175	0.989693700
Cullin	248	6519	1.000000000
LBP_BPI_CETP_C	248	2181	0.991798900
SAM_2	247	1966	0.876960300
DUF1669	245	2291	1.000000000
PI3Ka	244	1896	0.840134700
Zip	239	4815	1.000000000
Ten_N	237	1338	0.328704100
zf-DHHC	237	4364	1.000000000
Interferon	236	2764	1.000000000
LBP_BPI_CETP	236	2243	1.000000000
AKAP_110	235	1577	0.595267300
Amino_oxidase	235	4140	1.000000000
A2M_comp	234	2365	1.000000000
ERAP1_C	234	2306	1.000000000
MARVEL	232	4096	1.000000000
DENN	231	3179	1.000000000
Peptidase_M13	229	1666	0.732509900
RasGAP	229	2538	1.000000000
Sec1	229	4369	1.000000000
IQ	228	1226	0.268318000
Lipase_GDSL	228	1397	0.446451900
MFS_2	227	2972	1.000000000
Neuregulin	227	1583	0.660614800
Sterol-sensing	227	1164	0.216402200
Cation_efflux	226	3530	1.000000000
START	226	3484	1.000000000
ADH_N	225	1671	0.767000600
Gelsolin	224	3601	1.000000000
Kazal_2	224	1923	0.980621700
PHD	224	2933	1.000000000
STAS	222	1737	0.851055000
Death	221	2446	1.000000000
POM121	221	1059	0.155453500
Arm	220	3026	1.000000000
TNF	220	2373	1.000000000
Fasciclin	218	2571	1.000000000
Glyco_hydro_15	217	2849	1.000000000
LRR_4	217	2368	1.000000000
ZU5	216	1355	0.484046300
APG5	215	311	0.000000000
EF-hand_8	215	2120	1.000000000
Glyco_hydro_47	214	3130	1.000000000
Arf	213	5496	1.000000000
Hexokinase_2	213	2281	1.000000000
Ets	212	2396	1.000000000
Frizzled	212	3881	1.000000000
A_deaminase	211	2282	1.000000000
Lig_chan-Glu_bd	211	588	0.001600834
XK-related	211	2949	1.000000000
FERM_C	210	2206	1.000000000
Glyco_transf_10	210	2524	1.000000000
HMG_box	210	2885	1.000000000
RYDR_ITPR	209	2011	1.000000000
RB_A	208	653	0.007116478
RUN	208	3441	1.000000000
Granin	207	1680	0.905531800
KRAP_IP3R_bind	207	800	0.043487560
Peptidase_S9	206	2109	1.000000000
Abhydrolase_3	204	1645	0.896086900
GVQW	203	1150	0.333082000
MAGE_N	203	1611	0.872585100
CAP	202	2145	1.000000000
Cylicin_N	202	279	0.000000000
Rap_GAP	202	1871	1.000000000
Dynamin_M	200	2221	1.000000000
FERM_N	200	2900	1.000000000
PKD_channel	200	3070	1.000000000
ubiquitin	200	2650	1.000000000
Abhydrolase_1	199	2473	1.000000000
TB	199	1627	0.916261400
F-box-like	197	1434	0.733452200
Alpha_kinase	196	1166	0.402194000
Disintegrin	196	1418	0.723129800
Astacin	195	1230	0.492763700
Ferric_reduct	195	2427	1.000000000
NYAP_N	195	1146	0.384175700
CLN5	194	662	0.016231600
THRAP3_BCLAF1	194	2570	1.000000000
Latrophilin	193	1133	0.382651400
Neurexophilin	192	1630	0.966261200
Annexin	191	3035	1.000000000
NCKAP5	191	824	0.087647150
DAGK_acc	190	1637	0.985239900
PSI	190	2224	1.000000000
Tektin	190	2334	1.000000000
AAA_11	189	3008	1.000000000
PMG	189	1792	1.000000000
PRY	189	1691	0.997114100
SPARC_Ca_bdg	189	929	0.176252600
Med12-LCEWAV	188	1361	0.724217200
Nckap1	188	2237	1.000000000
PAP2	188	2832	1.000000000
Claudin_2	187	2083	1.000000000
Asp	186	3301	1.000000000
PWWP	186	2532	1.000000000
V_ATPase_I	186	3190	1.000000000
A_deamin	185	2163	1.000000000
Beach	185	2745	1.000000000
E1_dh	185	2036	1.000000000
MBOAT	185	3673	1.000000000
HSNSD	184	2094	1.000000000
IDO	183	1029	0.323585600
Sec7	183	3017	1.000000000
LCE	182	1579	0.987577700
MRVI1	182	1636	0.998549100
Ammonium_transp	180	2251	1.000000000
Thyroglobulin_1	180	1817	1.000000000
LRR_5	179	1092	0.439960900
PARP	179	2990	1.000000000
Aldolase_II	178	1103	0.464477200
Cystatin	178	2149	1.000000000
Gal-bind_lectin	178	2673	1.000000000
P2X_receptor	178	2777	1.000000000
APC10	177	914	0.223733900
APOBEC_N	177	2514	1.000000000
FXa_inhibition	177	1848	1.000000000
His_Phos_2	177	2415	1.000000000
Macro	176	1536	0.989420500
Peptidase_C1	176	3019	1.000000000
Sarcoglycan_1	176	1236	0.672649100
bZIP_Maf	175	917	0.238956900
PA	175	1767	1.000000000
FYVE_2	174	1342	0.828272800
DnaJ	172	2772	1.000000000
PAD	172	1956	1.000000000
Pro_isomerase	172	3281	1.000000000
ADH_zinc_N	171	2024	1.000000000
GTP_EFTU	171	4817	1.000000000
HOOK	171	3322	1.000000000
Pyr_redox_2	171	3579	1.000000000
SBP_bac_3	171	3883	1.000000000
Adap_comp_sub	170	3588	1.000000000
Calpain_III	170	2372	1.000000000
Choline_transpo	170	1740	1.000000000
FKBP_C	170	2163	1.000000000
HEAT_2	170	2426	1.000000000
LRRNT	169	917	0.278796900
REJ	168	2558	1.000000000
VWA_3	167	1847	1.000000000
IL8	166	2132	1.000000000
PTEN_C2	166	957	0.357405200
CARD	165	2437	1.000000000
Titin_Z	165	282	0.000000027
WW	165	1377	0.944062700
5_nucleotid	164	1964	1.000000000
CTF_NFI	164	1515	1.000000000
Dynamin_N	164	2465	1.000000000
G_glu_transpept	164	2632	1.000000000
Tubulin_C	164	2429	1.000000000
Abhydrolase_6	163	4912	1.000000000
Aminotran_5	163	2254	1.000000000
DUF1041	163	610	0.034492900
GBP	163	2970	1.000000000
RHD	163	1684	1.000000000
zf-B_box	163	1816	1.000000000
Med23	162	1313	0.903549100
Protocadherin	162	1109	0.629132100
Cu_amine_oxid	161	1281	0.876405500
Hormone_1	161	1207	0.782626700
Mab-21	160	3281	1.000000000
PC-Esterase	160	1525	1.000000000
Urocanase	160	579	0.026665860
Alk_phosphatase	158	1748	1.000000000
DUF3808	158	1941	1.000000000
Filaggrin	158	1118	0.685536300
Fz	158	2635	1.000000000
zf-RING_2	158	2277	1.000000000
CTP_transf_2	157	2013	1.000000000
ETS_PEA3_N	157	1033	0.562087600
GRAM	157	1577	1.000000000
PAS_9	157	1175	0.779791000
PEPCK	157	1636	1.000000000
AAA_12	156	2611	1.000000000
Tet_JBP	156	1802	1.000000000
EamA	155	2384	1.000000000
PDEase_I_N	155	183	0.000000000
JCAD	154	1348	0.990344700
PTR2	154	2749	1.000000000
MCM	153	2811	1.000000000
BAH	152	1934	1.000000000
CD36	152	1795	1.000000000
GCOM2	152	1296	0.971828400
Glyco_transf_8	152	2747	1.000000000
GPS	152	1179	0.837294000
JmjC	152	2265	1.000000000
PPAK	152	493	0.009975423
Transferrin	152	1982	1.000000000
C8	151	1903	1.000000000
Connexin	151	1929	1.000000000
CHGN	150	3684	1.000000000
Ded_cyto	150	1993	1.000000000
dsrm	150	2169	1.000000000
PID_2	150	502	0.013502770
ArfGap	149	3467	1.000000000
FA_desaturase	148	1939	1.000000000
PAS	148	1869	1.000000000
Rad51	148	2071	1.000000000
Cu-oxidase_3	147	1307	0.995183500
FAT	147	2029	1.000000000
L_HGMIC_fpl	147	1274	0.987248000
Reticulon	146	1510	1.000000000
IMD	145	1399	1.000000000
Prominin	145	1664	1.000000000
Sec6	145	2686	1.000000000
AMP-binding_C	144	1182	0.922021900
Galactosyl_T	144	2655	1.000000000
DUF1908	143	1104	0.829846200
PI3K_C2	143	1277	0.996528500
SID-1_RNA_chan	143	1308	1.000000000
CENP-P	142	177	0.000000000
CPSase_L_D2	142	1837	1.000000000
PAN_1	142	843	0.399050900
Bestrophin	141	1425	1.000000000
Membr_traf_MHD	141	671	0.149804700
MH1	141	1059	0.785659300
Phospholip_A2_1	141	1359	1.000000000
B56	140	2593	1.000000000
Biopterin_H	140	1328	1.000000000
DCX	140	805	0.353741400
Trefoil	140	487	0.019206880
ADK	139	2356	1.000000000
CLASP_N	139	1935	1.000000000
DNA_pol_B	139	2265	1.000000000
Drf_FH1	139	679	0.171074500
Mg_trans_NIPA	139	1721	1.000000000
Ran_BP1	139	1821	1.000000000
Clathrin	138	2423	1.000000000
DUF3498	138	2126	1.000000000
Proteasome	138	3359	1.000000000
VWA_2	138	2063	1.000000000
GST_C	137	1863	1.000000000
Dapper	136	1800	1.000000000
PALP	136	1765	1.000000000
Peptidase_C48	136	1767	1.000000000
RyR	136	1122	0.929041700
WTX	136	1045	0.822313100
CP2	135	1587	1.000000000
MutS_III	135	1565	1.000000000
CATSPERD	134	1380	1.000000000
PGK	134	1176	0.991155100
RnaseA	134	1801	1.000000000
Acyl-CoA_dh_1	133	2128	1.000000000
EPTP	133	1270	1.000000000
OSCP	133	323	0.000156977
Abhydrolase_5	132	2116	1.000000000
Copine	132	1466	1.000000000
Globin	132	1317	1.000000000
Gly_acyl_tr_N	132	1060	0.889993200
Acyltransferase	131	2394	1.000000000
ApoL	131	1966	1.000000000
Cupin_8	131	2602	1.000000000
DUF2476	131	784	0.411231400
PNMA	131	2561	1.000000000
Glyco_transf_18	130	1147	0.992809000
Branch	129	1836	1.000000000
CTNNB1_binding	129	934	0.724438000
DUF3513	129	998	0.833167200
Transglut_N	129	1285	1.000000000
WAP	129	788	0.441907500
Aminotran_3	128	2051	1.000000000
Cyclin_C	128	2137	1.000000000
TRAM_LAG1_CLN8	128	3551	1.000000000
UT	128	1167	1.000000000
HNOBA	127	762	0.415065900
Ins145_P3_rec	127	1302	1.000000000
RPE65	127	1564	1.000000000
Transglut_core	127	1581	1.000000000
Trichoplein	127	1957	1.000000000
tRNA-synt_1	127	3690	1.000000000
ECH	126	2842	1.000000000
FMN_dh	126	771	0.444471400
GBP_C	126	2454	1.000000000
Kunitz_BPTI	126	1411	1.000000000
Meckelin	126	1260	1.000000000
Piwi	126	2387	1.000000000
PLA2_B	125	1664	1.000000000
zf-C3HC4_4	125	1352	1.000000000
A2M_N_2	124	1116	0.998923700
Connexin_CCC	124	1281	1.000000000
Drf_FH3	124	1912	1.000000000
FAM117	124	1141	1.000000000
Miro	124	1495	1.000000000
DUF1693	123	1043	0.964753200
GCC2_GCC3	123	676	0.294258200
Tcp11	123	2272	1.000000000
Transglut_C	123	1617	1.000000000
3Beta_HSD	122	2154	1.000000000
ABC2_membrane	122	1249	1.000000000
DNA_methylase	122	1203	1.000000000
NKAIN	122	898	0.752109200
Serinc	122	2749	1.000000000
tRNA-synt_1e	122	715	0.380330400
CBS	121	1923	1.000000000
Enamelin	121	903	0.775070300
His_Phos_1	121	2147	1.000000000
Ufd2P_core	121	1499	1.000000000
CN_hydrolase	120	2154	1.000000000
EF-hand_6	120	1064	0.994332500
NAP	120	2459	1.000000000
NDK	120	1536	1.000000000
NO_synthase	120	1116	1.000000000
SPAN-X	120	534	0.104553700
Beta_helix	119	1458	1.000000000
FGGY_N	119	1647	1.000000000
IL6Ra-bind	119	1079	1.000000000
Iso_dh	119	2444	1.000000000
Phosphorylase	119	2094	1.000000000
uDENN	119	898	0.793388700
G-gamma	117	988	0.959370200
MH2	117	1668	1.000000000
OAS1_C	117	1823	1.000000000
Transket_pyr	117	1648	1.000000000
Glyco_transf_54	116	1107	1.000000000
HlyIII	116	2674	1.000000000
IL17_R_N	116	1092	1.000000000
Spc97_Spc98	116	3045	1.000000000
BRCT	115	1966	1.000000000
HATPase_c_3	115	1238	1.000000000
L27	115	641	0.312381900
LMBR1	115	2072	1.000000000
DUF676	114	394	0.018082010
IRF-3	114	1585	1.000000000
Semenogelin	114	1133	1.000000000
Ald_Xan_dh_C2	113	1078	1.000000000
Arfaptin	113	1589	1.000000000
Cys_knot	113	1096	1.000000000
ERG4_ERG24	113	1498	1.000000000
Neogenin_C	113	606	0.265209700
C4	112	1344	1.000000000
PLDc_3	112	542	0.163473400
Sp100	112	522	0.134667900
zf-C2HC	112	604	0.271694200
MutS_V	111	1214	1.000000000
Pkinase_C	111	1117	1.000000000
SOCS_box	111	1172	1.000000000
Sulfate_tra_GLY	111	924	0.940759900
TNFR_c6	111	1256	1.000000000
FAM75	110	935	0.967843600
GCV_T	110	1213	1.000000000
OB_NTP_bind	110	2362	1.000000000
Peptidase_M24	110	2503	1.000000000
Rhodanese	110	2749	1.000000000
PIP5K	109	1941	1.000000000
zf-C2H2_6	109	617	0.332077200
FHA	108	1667	1.000000000
IP_trans	108	1501	1.000000000
PAS_11	108	1586	1.000000000
T4_deiodinase	108	937	0.987581300
TIL	108	1327	1.000000000
TMC	108	1068	1.000000000
NCD3G	107	524	0.173106900
bZIP_1	106	1836	1.000000000
CATSPERG	106	941	0.994704400
STAT_bind	106	1763	1.000000000
Glycogen_syn	105	1265	1.000000000
Myc_N	105	1247	1.000000000
Cation_ATPase_N	104	1164	1.000000000
FAM131	104	747	0.710950000
ITI_HC_C	104	1066	1.000000000
NUDIX	104	3008	1.000000000
PAX	104	1239	1.000000000
TSKS	104	567	0.284293800
Chromo	103	1528	1.000000000
Mesothelin	103	1658	1.000000000
Neurensin	103	536	0.231779400
Peptidase_M28	103	2310	1.000000000
Retinal	103	1264	1.000000000
Syja_N	103	1932	1.000000000
TFIIA	103	1278	1.000000000
TMEM151	103	506	0.175735800
ELO	102	1667	1.000000000
FancD2	102	1424	1.000000000
Kv2channel	102	540	0.250162500
MATH	102	1806	1.000000000
Sarcoglycan_2	102	1059	1.000000000
TAFH	102	485	0.149122100
UvrD-helicase	102	695	0.621210100
Amidase_2	101	859	0.968594700
ANTH	101	1080	1.000000000
EMP70	101	2095	1.000000000
MIF4G	101	2578	1.000000000
6PF2K	100	1503	1.000000000
DUF4589	100	481	0.158535600
FCH	100	1393	1.000000000
Glyco_hydro_38C	100	2846	1.000000000
HIN	100	926	1.000000000
Laminin_B	100	1638	1.000000000
LRAT	100	1029	1.000000000
PKD	100	1387	1.000000000
zf-C2H2_4	100	963	1.000000000
AAA_17	99	711	0.710744300
Arrestin_C	99	1530	1.000000000
ART	99	988	1.000000000
Atrophin-1	99	2088	1.000000000
Glyco_transf_6	99	1228	1.000000000
Stork_head	99	189	0.000000620
Abhydro_lipase	98	404	0.066612600
DUF3591	98	928	1.000000000
E3_UbLigase_R4	98	797	0.908535300
IRS	98	1337	1.000000000
Peptidase_C54	98	1533	1.000000000
Vitellogenin_N	98	1109	1.000000000
VWA_N	98	711	0.727876300
zf-HC5HC2H	98	1086	1.000000000
Ago_hook	97	580	0.409883900
Band_7	97	2733	1.000000000
Flavodoxin_1	97	1491	1.000000000
GDNF	97	1138	1.000000000
MyTH4	97	1231	1.000000000
RNase_T	97	2080	1.000000000
RPEL	97	363	0.034488730
zf-met	97	642	0.571815000
Amidase	96	1380	1.000000000
Glyco_hydro_35	96	1663	1.000000000
IBR	96	1466	1.000000000
Otopetrin	96	1146	1.000000000
Patatin	96	1655	1.000000000
RBP_receptor	96	619	0.528536800
Sec23_trunk	96	1681	1.000000000
GAGE	95	1546	1.000000000
Gal-3-0_sulfotr	95	1610	1.000000000
NAD_binding_6	95	879	1.000000000
NTR	95	1470	1.000000000
Radial_spoke	95	1158	1.000000000
Tissue_fac	95	1494	1.000000000
Troponin	95	1132	1.000000000
DAG_kinase_N	94	470	0.192110500
DNA_pol_B_exo1	94	1319	1.000000000
DUF4552	94	672	0.702974800
Exostosin	94	997	1.000000000
Kelch_4	94	1041	1.000000000
RVT_1	94	517	0.295212500
TAFA	94	511	0.280953500
Thioredoxin_6	94	1662	1.000000000
UPAR_LY6	94	1466	1.000000000
CATSPERB	93	538	0.362220900
DDE_Tnp_1_7	93	2058	1.000000000
DUF4206	93	1096	1.000000000
FIIND	93	468	0.198047500
Perilipin	93	1838	1.000000000
PI3K_rbd	93	850	1.000000000
Tropomodulin	93	1115	1.000000000
zf-C3HC4_3	93	1352	1.000000000
AKAP2_C	92	1141	1.000000000
Dpy19	92	3314	1.000000000
DUF4546	92	420	0.120297400
EpoR_lig-bind	92	469	0.210263100
Folate_carrier	92	1648	1.000000000
FRG1	92	190	0.000004514
Ldh_1_C	92	1836	1.000000000
SAND	92	696	0.797429300
TPR_12	92	1765	1.000000000
VIT	92	943	1.000000000
Insulin	91	1137	1.000000000
MYCBPAP	91	423	0.132782100
Nol1_Nop2_Fmu	91	1569	1.000000000
NYD-SP12_N	91	568	0.476062100
OTU	91	1762	1.000000000
zf-C3HC4	91	1389	1.000000000
BEX	90	1964	1.000000000
CAP_GLY	90	1146	1.000000000
Clat_adaptor_s	90	2275	1.000000000
Cmyb_C	90	880	1.000000000
DUF1053	90	695	0.830246000
GSDH	90	735	0.914619800
PLU-1	90	1323	1.000000000
S_100	90	992	1.000000000
TEA	90	1724	1.000000000
TPR_1	90	1198	1.000000000
Cadherin_pro	89	628	0.680766300
Carboxyl_trans	89	2060	1.000000000
EGF_2	89	600	0.603114800
HA2	88	1569	1.000000000
NHS	88	1461	1.000000000
PTRF_SDPR	88	974	1.000000000
Rab_eff_C	88	915	1.000000000
RAI16-like	88	1471	1.000000000
SIM_C	88	616	0.667101200
AdoHcyase	87	1281	1.000000000
DC_STAMP	87	894	1.000000000
Fringe	87	1265	1.000000000
HAP1_N	87	877	1.000000000
Laminin_I	87	1328	1.000000000
Methyltransf_16	87	1705	1.000000000
ST7	87	2045	1.000000000
TRP_2	87	378	0.091446850
CHD5	86	387	0.111460100
P_proprotein	86	532	0.461742300
